;ward;turnout_98;inperson;phone;inperson_rand;phone_rand;age;maj_party;turnout_96
19037;27;0;0;0;1;0;29;0;0
662;12;0;0;0;1;0;27;1;0
5612;11;0;0;0;1;0;78;1;0
6395;11;1;1;0;1;0;81;1;1
16852;13;0;0;0;1;0;55;1;0
3100;6;0;0;0;1;0;21;0;0
15313;10;0;0;0;1;0;28;1;0
3982;7;1;0;0;1;0;41;1;0
11933;21;1;0;0;1;0;83;1;1
8601;18;0;1;0;1;0;39;0;1
6413;11;0;0;0;1;0;70;1;0
22434;19;0;0;0;1;1;60;1;0
2468;25;1;0;0;1;0;27;0;1
3569;22;1;0;0;1;0;43;1;1
5972;11;0;1;0;1;0;87;0;0
22942;17;0;0;0;1;0;26;1;0
14483;9;0;0;0;1;0;85;1;0
9003;25;0;0;0;1;0;85;1;0
7742;2;1;1;0;1;0;72;1;1
4308;23;0;1;0;1;0;32;1;0
21688;27;1;0;0;1;0;74;0;0
16268;27;0;0;0;1;0;51;0;0
5589;11;0;0;0;1;0;62;1;1
12824;13;1;0;0;1;0;77;1;0
12629;9;0;0;0;1;0;30;1;0
3757;26;1;0;0;1;0;75;1;0
10880;13;0;0;0;1;0;47;1;1
18302;21;1;1;0;1;0;50;1;1
5278;27;0;0;0;1;1;38;1;0
5480;11;0;0;0;1;0;29;1;0
20840;9;0;0;0;1;0;39;1;1
22675;28;1;0;0;1;0;37;1;0
7479;24;1;0;0;1;0;32;1;1
15498;9;0;0;0;1;0;54;1;0
5960;11;0;0;0;1;0;50;1;0
14026;26;0;0;0;1;0;84;1;0
10003;15;0;0;0;1;0;30;1;0
15986;27;1;1;1;1;1;76;1;1
1495;14;0;0;0;1;0;20;0;0
5488;11;0;0;0;1;0;45;1;0
10456;8;1;0;0;1;0;46;1;0
19863;6;1;0;0;1;0;92;1;1
14820;24;1;0;0;1;0;60;1;0
22557;3;1;1;0;1;0;56;0;0
9694;23;1;0;0;1;0;42;1;1
10869;19;1;0;0;1;1;24;0;0
792;20;0;0;0;1;0;55;1;1
20690;27;1;0;0;1;0;80;1;1
5354;14;1;0;0;1;0;42;1;0
6794;2;1;1;0;1;0;31;1;1
11268;7;0;1;0;1;0;35;1;0
5987;11;1;1;0;1;1;71;1;1
4762;21;1;0;0;1;0;42;1;0
17676;5;0;0;0;1;0;86;1;0
6671;2;0;0;0;1;0;33;1;1
18893;6;1;0;0;1;0;27;1;1
13416;15;0;0;0;1;0;25;1;0
8477;15;0;0;0;1;1;71;1;0
20872;3;1;0;0;1;1;19;1;0
14441;22;0;1;0;1;0;25;0;1
2821;25;0;0;0;1;0;24;1;0
22637;28;0;0;0;1;0;23;1;0
12315;18;0;1;0;1;0;42;0;0
6027;11;0;1;0;1;1;84;0;0
13106;10;0;0;0;1;1;29;1;1
20675;30;1;0;0;1;0;61;1;1
5425;8;0;0;0;1;0;31;1;1
9036;26;1;0;0;1;1;51;1;0
13749;19;0;0;0;1;0;36;1;0
4860;21;1;0;0;1;0;NA;1;1
21189;25;1;1;0;1;0;43;1;1
5719;11;1;0;0;1;0;83;1;1
18928;22;0;1;0;1;0;65;1;1
3905;21;1;1;0;1;0;75;1;0
9687;21;0;1;0;1;0;85;1;0
4347;27;1;0;0;1;0;36;1;0
14630;9;1;0;0;1;0;79;1;1
19619;17;0;0;0;1;0;49;0;0
10131;27;1;0;0;1;0;79;1;1
17137;13;0;0;0;1;0;20;1;0
9788;12;0;1;0;1;0;41;1;1
12668;13;1;0;0;1;1;44;0;1
12875;5;1;1;0;1;0;26;1;0
5967;11;1;1;0;1;0;66;1;1
2898;7;0;0;0;1;0;30;0;1
15003;11;0;0;0;1;0;50;1;0
1909;17;0;0;0;1;0;63;1;0
17929;22;0;1;0;1;0;21;0;0
22570;26;0;0;0;1;0;49;0;0
20779;10;1;1;0;1;0;71;1;1
6479;11;1;1;0;1;0;70;1;1
2860;8;0;0;0;1;0;30;1;1
15919;7;0;0;0;1;0;81;1;0
17061;13;0;0;0;1;0;45;0;1
8645;11;0;0;0;1;0;43;0;0
20277;17;1;1;0;1;0;61;1;1
12043;13;0;0;0;1;0;34;0;0
1107;8;1;0;0;1;0;48;1;1
12284;18;0;0;0;1;0;33;0;0
2013;25;0;1;0;1;0;41;1;0
1243;29;0;0;0;1;1;41;0;0
11349;3;0;1;0;1;1;79;1;1
15902;7;1;0;1;1;1;79;1;1
2441;25;0;0;0;1;1;22;0;0
15405;9;1;0;0;1;0;44;0;1
9219;12;0;0;0;1;0;49;1;0
5567;11;0;0;0;1;0;31;0;0
15967;18;0;0;0;1;0;33;0;0
10551;29;1;0;0;1;0;77;1;1
15321;7;0;0;0;1;0;25;1;1
11277;3;0;1;0;1;0;57;1;0
2894;7;0;0;0;1;0;37;1;1
10678;21;1;0;0;1;0;51;1;1
17355;20;0;0;0;1;1;44;1;0
17584;30;0;0;0;1;0;26;1;0
11416;2;1;0;0;1;0;67;1;1
929;28;1;1;0;1;0;64;1;0
3883;21;0;1;0;1;0;43;0;0
19029;29;0;1;0;1;0;39;1;0
10277;23;1;1;0;1;0;52;0;0
8478;26;0;0;0;1;0;49;1;0
18883;30;0;0;0;1;0;31;1;0
11264;6;1;0;0;1;1;32;1;0
21242;20;0;0;0;1;0;48;1;1
753;25;0;0;0;1;0;70;1;0
11358;2;0;0;0;1;0;32;0;0
7284;29;0;1;1;1;1;29;1;0
22114;29;0;1;0;1;0;51;1;1
4900;12;0;0;0;1;0;19;0;0
7254;24;0;0;0;1;0;36;0;0
18568;20;0;1;0;1;0;34;1;0
18891;6;1;0;0;1;0;65;1;1
6476;11;0;1;0;1;0;90;0;0
6255;11;1;1;0;1;1;81;1;1
20026;18;1;0;0;1;0;71;1;1
17034;12;0;0;0;1;0;89;1;0
5677;11;1;0;0;1;0;63;1;1
23233;7;0;0;0;1;0;26;1;0
6970;9;0;0;0;1;0;28;1;0
6559;11;0;0;0;1;0;80;1;0
23078;8;1;0;0;1;0;46;1;1
23309;7;0;0;0;1;0;32;0;1
2266;28;1;0;0;1;0;51;1;1
2121;26;1;0;0;1;0;78;1;1
19180;10;1;1;0;1;0;50;1;1
14369;12;0;0;0;1;0;37;1;0
10997;24;0;0;0;1;0;42;1;0
6957;9;0;0;0;1;1;24;0;0
4482;23;0;1;0;1;0;87;1;1
6069;11;0;0;0;1;0;90;1;0
4315;23;1;1;0;1;0;69;1;1
6545;11;1;1;0;1;0;76;1;1
4339;23;0;0;0;1;0;40;0;0
9238;12;1;0;0;1;0;35;1;0
13202;10;0;0;0;1;0;26;1;1
9459;14;0;1;0;1;1;35;0;1
22374;30;0;1;0;1;0;50;1;0
9723;23;1;1;0;1;0;30;1;0
7646;2;0;0;0;1;0;27;0;0
6588;11;1;1;1;1;1;61;1;1
12948;18;0;0;0;1;0;44;1;1
1170;29;1;0;0;1;0;45;1;1
19931;6;0;0;0;1;0;84;1;0
16035;8;1;0;0;1;0;25;1;1
10567;21;0;1;0;1;0;37;1;1
12845;18;0;1;0;1;1;28;0;0
4492;23;1;1;0;1;0;83;0;1
13855;24;1;0;0;1;0;33;1;1
11462;2;0;1;0;1;0;45;0;0
21297;26;0;0;0;1;0;32;0;0
3435;7;0;0;0;1;0;25;0;1
6946;10;0;0;0;1;0;26;0;0
13567;8;0;0;0;1;0;28;1;0
11892;17;1;0;0;1;0;79;1;0
15052;8;0;0;0;1;0;38;0;0
23392;7;0;0;0;1;0;29;1;0
16785;19;0;0;0;1;0;29;1;1
9071;25;1;0;0;1;0;31;1;0
9331;8;0;0;0;1;0;37;0;0
1527;20;1;1;0;1;0;59;1;1
19826;6;1;0;0;1;0;78;1;1
16574;23;1;0;0;1;0;81;1;1
4097;7;0;1;0;1;0;23;0;1
23398;7;1;0;0;1;0;80;1;1
14214;15;0;0;0;1;0;46;1;0
17333;26;1;1;0;1;0;49;1;0
4789;20;1;0;0;1;0;50;0;1
6853;2;1;0;0;1;0;53;1;0
5112;2;1;0;0;1;0;34;1;1
11835;18;1;1;0;1;0;92;0;1
23116;8;1;0;0;1;0;69;1;1
7745;2;1;1;0;1;0;NA;1;1
6533;11;1;0;0;1;0;77;1;1
2899;7;1;0;0;1;0;27;0;1
19983;6;0;0;0;1;0;70;1;1
14416;22;1;1;0;1;0;48;1;1
7663;2;1;1;0;1;0;24;1;0
5207;7;1;1;0;1;1;39;1;0
16698;19;1;0;0;1;1;37;0;0
20704;27;0;0;0;1;0;65;0;1
6024;11;1;1;0;1;0;90;0;1
4967;18;0;0;0;1;0;48;1;0
3600;18;0;0;0;1;0;82;0;0
21772;27;1;0;0;1;0;30;1;1
21775;28;0;0;0;1;0;43;1;1
12247;5;0;1;0;1;0;37;1;0
20169;17;0;0;0;1;0;31;1;0
17908;11;0;0;0;1;0;29;1;0
21874;19;1;0;0;1;0;54;1;1
2732;25;0;0;1;1;1;32;1;0
5201;2;0;0;0;1;0;23;0;0
7604;2;0;0;0;1;0;23;1;0
5277;27;0;0;0;1;0;63;0;1
4547;5;0;0;0;1;0;31;1;0
23418;7;1;1;0;1;1;80;1;0
21129;22;1;0;0;1;0;80;1;1
21107;22;0;0;0;1;0;35;1;1
15627;2;0;0;0;1;0;29;0;0
20557;30;0;0;0;1;0;34;1;1
11407;2;0;0;0;1;0;58;1;1
6005;11;1;1;1;1;1;89;0;1
282;26;0;1;0;1;0;NA;1;1
9710;23;1;1;0;1;0;37;1;0
21720;28;0;0;0;1;0;22;1;0
22433;21;1;0;0;1;0;49;1;1
18162;19;0;0;0;1;0;57;1;0
10978;24;1;0;0;1;0;79;0;1
7841;26;1;1;0;1;0;55;1;0
9936;10;1;0;0;1;0;39;1;1
16471;16;1;1;0;1;0;50;0;0
16316;14;0;1;0;1;0;36;1;0
11998;6;0;0;0;1;0;43;1;1
17730;13;1;0;0;1;0;42;1;0
6833;23;0;0;0;1;0;36;1;1
14492;9;1;0;1;1;1;73;1;1
15453;9;0;0;0;1;0;76;1;0
6978;10;1;0;0;1;0;30;1;1
10623;27;1;0;0;1;0;32;1;0
3984;7;0;0;0;1;0;47;0;0
20705;27;0;0;0;1;0;39;1;0
9402;8;0;0;0;1;0;21;1;0
2941;24;1;1;0;1;0;45;1;0
4016;18;1;0;0;1;0;63;1;1
18369;21;0;0;0;1;0;73;1;1
6217;11;0;1;0;1;0;87;1;0
20027;18;0;1;0;1;1;35;0;0
9922;20;0;1;0;1;0;22;1;0
22616;24;0;0;0;1;0;79;0;1
11201;6;0;0;0;1;0;26;0;0
22478;19;1;0;0;1;0;47;1;1
14191;7;0;1;0;1;1;62;1;1
3944;8;0;0;0;1;1;33;1;1
12104;26;1;1;0;1;0;64;1;1
20891;8;0;1;0;1;0;89;1;1
8496;16;1;0;0;1;0;89;1;1
1227;27;0;0;0;1;0;41;0;0
10949;30;0;0;0;1;0;33;0;0
5504;11;0;0;0;1;0;32;0;0
2868;23;0;0;0;1;0;27;0;0
12262;6;0;0;0;1;0;21;0;0
16212;24;0;0;0;1;0;43;1;0
554;23;0;0;0;1;0;68;1;1
4272;3;0;1;0;1;0;NA;1;1
6057;11;1;0;0;1;0;80;1;1
11957;16;0;1;0;1;0;36;1;0
14370;12;0;0;0;1;0;33;0;0
10548;29;0;0;0;1;0;73;1;1
8086;17;0;0;0;1;0;49;1;0
16968;11;0;0;0;1;0;70;1;0
9947;14;0;0;0;1;0;56;1;1
2236;10;0;0;0;1;0;38;1;0
15895;7;0;1;0;1;0;40;0;1
2663;2;0;0;0;1;0;42;0;0
19473;3;0;1;0;1;0;31;0;1
7454;28;0;1;0;1;0;34;1;0
6477;11;1;0;0;1;0;72;1;1
9318;4;0;1;0;1;0;62;1;0
1484;14;0;1;0;1;0;63;1;0
18682;20;1;1;0;1;0;79;1;1
16743;19;0;0;0;1;0;22;0;0
21574;2;1;0;0;1;0;55;1;0
4113;7;0;0;0;1;0;45;1;1
6386;11;1;0;0;1;0;75;1;1
14417;22;0;1;0;1;0;69;0;1
19282;3;0;0;0;1;0;25;0;0
16126;15;0;0;0;1;0;27;1;0
5865;11;1;1;0;1;0;70;1;1
2797;8;0;0;0;1;0;23;0;0
908;23;0;0;0;1;0;49;1;1
17791;29;1;0;0;1;0;84;1;1
12001;6;0;0;0;1;1;36;1;1
15804;7;0;0;0;1;0;68;1;0
6575;11;1;1;0;1;0;74;1;1
7312;25;0;1;0;1;0;34;1;0
19348;29;0;0;0;1;0;72;1;1
3419;10;1;0;0;1;0;65;1;1
21828;28;0;1;0;1;0;20;0;0
11321;6;0;0;0;1;0;30;1;0
4876;21;1;0;0;1;0;29;0;0
8836;25;1;0;0;1;1;67;1;1
9756;12;1;1;0;1;0;71;1;1
17304;26;1;0;0;1;0;31;1;0
4329;23;1;0;0;1;0;64;1;1
7976;14;1;1;0;1;1;40;1;0
10698;21;1;0;0;1;0;50;1;1
19788;6;0;0;0;1;0;74;0;1
5378;30;0;0;0;1;0;37;1;1
12451;6;0;0;0;1;0;60;1;0
8035;16;0;0;0;1;0;22;1;0
15529;2;0;0;0;1;0;33;0;0
10708;21;1;0;0;1;0;42;0;0
4011;18;0;0;0;1;0;67;1;0
22718;24;0;0;0;1;0;42;1;1
9700;23;0;0;0;1;0;50;1;1
4440;23;1;0;0;1;0;60;1;0
7788;27;0;0;0;1;0;40;1;0
16086;15;1;0;0;1;0;26;1;0
9422;14;1;0;0;1;0;64;1;1
5740;11;1;0;0;1;0;76;0;1
9356;8;0;1;0;1;0;44;1;1
15318;9;1;0;0;1;0;48;0;1
7310;24;0;0;0;1;0;39;1;0
16582;23;0;0;0;1;0;30;1;0
6610;11;1;1;0;1;0;80;1;1
21039;30;0;1;0;1;1;24;1;0
4092;7;0;0;0;1;0;26;1;0
21089;22;1;0;0;1;0;49;1;1
11497;2;0;0;0;1;0;26;1;0
8685;25;0;0;0;1;0;46;0;1
7253;5;0;0;0;1;0;21;0;0
9586;2;0;0;0;1;0;23;0;0
18290;15;0;0;0;1;0;27;1;0
9944;14;0;0;0;1;0;27;0;0
2116;26;1;0;0;1;0;38;1;0
14603;20;1;1;0;1;0;33;1;0
17760;15;0;0;0;1;0;62;1;0
2289;28;0;0;0;1;0;39;1;1
16744;19;0;1;0;1;0;32;0;0
609;9;0;0;0;1;1;39;0;0
5499;11;0;0;0;1;0;26;0;0
21108;22;0;0;0;1;0;39;1;1
20550;30;0;1;0;1;0;44;1;1
5807;11;1;1;0;1;0;71;1;1
9666;23;1;1;0;1;0;73;0;1
22301;10;1;0;0;1;0;65;1;0
4585;29;1;0;0;1;0;37;1;1
9194;27;0;0;0;1;0;41;1;0
13626;17;1;0;0;1;1;54;1;1
10300;18;1;0;0;1;0;85;1;1
6546;11;1;1;0;1;0;82;0;1
11461;2;1;0;0;1;0;28;1;0
8278;14;0;0;0;1;0;26;1;1
11069;14;1;1;0;1;0;43;0;1
5164;23;1;0;0;1;0;40;0;0
22127;29;0;0;0;1;0;23;0;0
18549;28;0;0;0;1;0;21;0;0
2412;7;0;0;0;1;0;29;1;0
342;18;1;1;0;1;0;73;1;1
15416;9;0;0;0;1;0;39;1;0
17016;12;0;1;0;1;0;87;1;0
5804;11;1;1;0;1;0;81;1;1
2557;17;0;0;0;1;0;48;1;1
1396;12;0;0;0;1;0;62;0;0
6676;23;0;1;0;1;0;84;1;0
3452;7;0;0;0;1;0;26;1;1
9388;8;1;1;0;1;0;66;1;0
23254;7;0;0;0;1;1;27;1;1
18907;6;1;0;0;1;0;42;1;0
3910;2;0;0;0;1;0;31;1;0
7877;12;0;0;0;1;1;36;1;0
4935;20;1;0;0;1;1;55;1;1
471;14;1;0;0;1;0;39;1;1
15271;7;0;0;0;1;0;30;1;0
20578;27;0;0;0;1;0;48;1;0
20577;27;0;0;0;1;0;72;1;1
6039;11;1;1;0;1;0;79;1;1
15857;2;1;1;0;1;0;28;0;1
5787;11;0;0;0;1;1;41;1;0
3700;3;0;0;0;1;0;32;1;1
13612;15;0;1;0;1;0;30;1;0
16544;16;0;1;0;1;0;43;1;0
16013;8;1;0;0;1;0;61;1;1
7771;25;1;1;0;1;0;38;1;1
7593;24;0;0;0;1;1;35;1;1
14593;20;1;0;0;1;0;70;0;1
16560;16;0;1;0;1;0;44;1;0
23092;8;0;0;0;1;0;38;1;1
481;14;0;1;0;1;0;35;1;0
15910;7;1;1;0;1;0;NA;1;1
22767;16;0;0;0;1;0;35;1;1
22724;24;0;0;0;1;0;65;0;1
17776;29;0;0;0;1;0;82;1;1
8316;15;0;0;0;1;0;56;1;1
20794;10;0;0;0;1;0;39;0;0
18272;15;0;0;0;1;0;31;1;1
1022;27;0;0;0;1;0;49;1;1
8196;29;0;0;0;1;1;21;0;0
23311;7;0;0;0;1;0;24;1;0
13291;16;1;0;0;1;0;29;1;1
17414;16;1;1;0;1;0;48;1;1
6470;11;0;0;0;1;0;51;1;0
11280;6;1;0;0;1;0;30;1;1
22321;10;0;0;0;1;0;24;0;0
13584;8;0;0;0;1;0;55;0;0
20461;6;1;0;0;1;0;76;1;1
10909;17;0;1;0;1;0;79;1;0
14689;10;0;0;0;1;0;34;1;0
22329;10;0;0;0;1;0;26;0;0
17704;13;1;0;0;1;0;NA;1;1
19567;30;1;1;0;1;0;81;1;1
11766;19;1;0;0;1;0;56;1;1
5841;11;1;0;0;1;0;79;1;1
3900;21;1;0;0;1;0;75;1;1
9005;26;1;0;0;1;0;77;1;0
3426;10;1;0;0;1;0;33;1;1
6886;2;0;0;0;1;0;19;1;0
9578;2;1;0;0;1;0;82;1;0
16030;9;1;0;0;1;0;36;1;1
10542;29;1;1;0;1;0;84;1;1
18677;20;1;0;0;1;0;73;1;1
8264;14;0;0;0;1;0;31;1;0
13545;2;0;0;0;1;0;33;1;1
18115;6;1;0;0;1;0;82;0;1
3441;7;0;0;0;1;0;30;0;1
19381;18;0;1;0;1;0;34;1;0
6451;11;1;1;0;1;0;69;0;1
2959;23;0;0;0;1;0;46;1;1
11507;2;1;0;0;1;0;24;1;0
11316;3;1;1;0;1;0;61;1;1
8239;13;1;0;0;1;0;58;0;1
8669;25;0;0;0;1;0;41;1;1
5519;11;0;0;0;1;0;35;0;0
3407;10;0;0;0;1;0;34;1;0
15873;7;0;0;0;1;0;62;0;1
22539;2;1;1;0;1;0;79;1;1
15254;10;1;0;0;1;0;28;1;1
5630;11;1;0;0;1;0;88;1;1
20742;30;0;0;0;1;0;40;0;0
4892;12;1;0;0;1;1;36;1;1
11697;17;1;1;0;1;0;71;1;1
21174;25;1;1;0;1;0;49;0;1
23038;16;1;1;0;1;0;41;0;1
22507;22;0;0;0;1;0;57;1;1
18691;21;1;1;0;1;0;37;1;1
6525;11;0;0;0;1;0;65;0;0
19117;7;0;0;0;1;0;49;1;0
13180;10;1;0;0;1;0;72;1;1
16605;12;1;1;0;1;0;63;0;1
12807;13;1;1;0;1;0;57;1;1
5856;11;0;0;0;1;0;76;1;0
16334;14;0;1;0;1;1;47;1;0
12881;6;0;0;0;1;1;51;1;1
16401;5;0;0;0;1;0;34;0;0
16128;12;0;1;0;1;0;24;0;1
23034;16;1;1;0;1;0;36;1;1
19705;4;0;1;0;1;0;29;1;0
1390;12;0;0;0;1;0;35;1;0
3841;10;0;1;0;1;0;29;1;0
10392;8;0;1;0;1;0;39;0;1
19019;29;1;1;0;1;1;38;1;1
9880;2;1;0;0;1;0;29;1;0
17680;5;0;0;0;1;0;42;1;0
8370;15;1;1;0;1;0;68;1;1
2496;25;1;0;0;1;1;80;1;1
6524;11;1;1;0;1;0;75;1;1
9120;27;1;1;0;1;0;43;0;1
19476;3;0;0;0;1;0;32;1;0
17024;11;0;0;0;1;0;85;1;1
19747;6;0;0;0;1;0;94;1;1
16838;13;0;1;0;1;0;41;1;0
6152;11;1;1;0;1;0;70;0;1
13077;10;1;1;0;1;0;47;1;1
17832;13;0;0;0;1;0;45;0;1
19110;21;1;0;0;1;0;59;1;0
11184;7;1;1;0;1;0;35;1;0
14162;9;0;0;1;1;1;19;0;0
18723;21;1;0;0;1;0;20;1;1
13341;12;1;0;0;1;0;48;1;1
16008;8;1;0;0;1;0;28;0;1
21026;23;1;0;0;1;0;57;1;1
16477;16;0;0;0;1;0;53;1;1
11587;28;0;1;0;1;0;45;0;0
11503;2;0;0;0;1;0;30;1;1
9259;11;0;0;0;1;0;88;1;0
14042;9;0;0;0;1;0;40;1;0
6150;11;1;0;0;1;0;87;1;1
725;25;0;0;0;1;0;25;0;0
1807;30;1;1;0;1;0;71;1;0
15411;9;0;1;0;1;0;75;1;0
9434;14;0;0;0;1;0;27;1;0
6478;11;0;1;0;1;0;84;1;0
1511;14;1;0;0;1;0;41;0;0
15359;9;1;0;0;1;0;46;1;1
16747;19;1;0;0;1;0;57;0;1
5947;11;1;1;0;1;0;90;1;1
8260;16;0;0;0;1;0;72;1;0
8039;16;1;1;0;1;0;24;1;1
6087;11;1;1;0;1;0;68;0;1
18664;21;1;1;1;1;1;29;1;0
7468;25;0;0;0;1;0;23;0;0
19241;9;1;1;0;1;0;52;0;1
16507;16;1;0;0;1;0;70;1;1
6232;11;1;0;0;1;0;83;1;1
3666;4;0;0;0;1;0;37;1;0
9592;9;0;0;0;1;0;34;1;0
21019;23;1;0;0;1;0;42;1;1
1014;27;1;1;0;1;0;55;1;1
4869;2;1;0;0;1;0;54;1;1
10008;14;1;0;0;1;0;77;1;1
12688;13;0;1;0;1;0;32;0;0
23441;29;0;1;0;1;0;31;0;0
23427;29;0;0;0;1;0;74;0;0
15389;9;0;1;0;1;0;79;1;0
12253;6;0;0;0;1;0;62;1;1
21609;24;0;1;0;1;0;43;1;0
5241;23;0;0;0;1;0;31;0;1
23039;16;0;1;0;1;0;46;1;1
5024;12;0;0;0;1;0;48;1;1
22666;28;1;0;0;1;0;44;1;1
3034;15;0;1;0;1;0;23;1;0
11971;15;0;0;0;1;0;30;1;0
13352;14;0;0;0;1;0;31;1;0
17727;13;1;0;0;1;0;45;1;1
8960;25;0;0;0;1;0;30;1;1
17151;11;1;1;0;1;0;39;1;1
20068;18;1;1;0;1;1;44;0;1
5733;11;1;0;0;1;0;71;1;1
15293;9;1;0;0;1;0;28;1;1
3901;21;1;1;0;1;0;75;1;1
19774;6;0;0;0;1;0;84;1;0
5626;11;0;0;0;1;0;35;1;0
15458;9;1;0;0;1;1;54;1;1
6618;11;0;0;0;1;0;23;0;0
14547;18;0;0;0;1;0;33;0;0
12237;5;0;0;0;1;0;33;1;0
16125;15;0;0;0;1;0;41;1;0
3545;4;0;0;0;1;0;25;0;0
8314;15;0;0;0;1;0;25;1;1
11258;7;0;0;0;1;0;21;0;0
1286;16;0;0;0;1;0;32;1;1
17198;11;0;1;0;1;0;27;0;0
11133;6;0;1;0;1;0;26;0;0
13463;15;0;0;0;1;0;25;1;0
11939;16;1;0;0;1;0;36;1;1
21942;19;0;0;0;1;0;29;1;1
19034;29;1;1;0;1;1;29;1;0
15838;7;1;1;0;1;0;75;1;1
5785;11;0;0;0;1;1;26;0;0
23306;7;1;1;0;1;0;69;1;1
22630;28;1;0;0;1;1;70;1;0
13017;20;1;0;0;1;0;68;1;1
3120;6;1;0;0;1;0;23;1;0
14574;20;0;0;0;1;0;18;0;0
11012;24;1;0;0;1;0;51;1;1
8006;16;0;0;0;1;0;20;1;0
14819;24;0;0;0;1;0;72;0;1
3533;4;0;0;0;1;0;30;1;1
15992;26;0;0;0;1;0;26;1;0
19474;3;1;1;0;1;0;70;1;1
7862;15;0;0;0;1;0;49;1;0
14236;15;1;0;0;1;0;27;1;0
8042;16;0;1;0;1;0;30;1;0
9320;4;0;1;0;1;0;24;0;0
11444;7;0;0;0;1;0;28;1;1
3214;16;1;0;0;1;0;38;0;0
15492;9;0;1;0;1;1;78;1;0
9404;8;0;0;0;1;1;56;1;0
1482;14;1;0;0;1;0;23;1;0
10255;6;0;0;0;1;0;54;1;0
18088;23;1;0;0;1;0;77;1;1
7649;2;1;1;0;1;0;58;1;1
16123;15;0;0;0;1;0;52;1;1
5705;11;0;0;0;1;0;81;0;0
8269;16;0;0;0;1;0;37;1;0
15449;9;0;0;0;1;0;46;1;0
2443;25;1;1;0;1;0;31;1;0
22083;10;1;0;0;1;0;38;1;1
15109;8;0;0;1;1;1;29;0;0
3399;26;1;0;0;1;0;41;0;0
9466;14;0;0;0;1;0;39;1;0
21991;9;0;0;0;1;1;28;1;0
13330;30;0;0;0;1;0;29;1;0
2143;10;0;0;0;1;0;73;1;0
20501;2;0;1;0;1;1;28;1;0
12715;13;1;0;0;1;0;57;1;1
15918;7;0;0;0;1;0;58;1;1
16370;5;1;0;0;1;0;63;1;0
9430;14;0;0;0;1;0;32;1;0
20449;6;0;0;0;1;0;57;1;0
13724;22;1;1;0;1;0;49;1;1
11423;7;0;1;0;1;0;46;1;0
2038;17;1;1;0;1;0;78;1;1
6316;11;1;0;0;1;0;85;1;1
11797;20;0;1;0;1;0;35;1;0
21711;27;1;1;0;1;0;47;1;1
2366;5;0;1;0;1;0;29;1;0
12025;13;1;1;0;1;0;32;1;1
2581;17;0;0;0;1;0;45;0;0
14245;15;0;0;0;1;0;45;1;0
13342;12;1;0;0;1;0;29;1;0
22331;10;0;0;0;1;0;38;1;0
13165;10;1;0;0;1;0;61;1;0
14693;10;0;0;0;1;0;37;1;0
3631;18;1;0;0;1;0;59;1;1
347;24;0;0;0;1;0;24;0;0
10324;6;0;0;0;1;0;53;1;0
3322;14;0;0;0;1;0;61;0;1
1113;9;0;0;0;1;0;33;0;0
11017;24;0;0;0;1;0;NA;0;0
18676;20;1;0;0;1;0;55;1;1
12745;30;0;1;0;1;0;49;0;0
8684;25;0;0;0;1;0;38;0;0
19240;8;0;0;0;1;0;32;0;1
3041;20;0;0;0;1;0;106;0;0
23047;8;1;0;0;1;0;52;1;0
21210;25;1;1;0;1;0;42;1;0
2911;23;0;0;0;1;1;43;1;0
626;10;1;1;0;1;0;43;1;1
15485;9;0;0;0;1;1;29;0;0
7414;28;1;0;0;1;0;44;0;1
5574;11;1;0;0;1;0;67;0;1
13945;26;1;1;0;1;0;NA;0;1
9967;15;0;0;0;1;1;55;0;1
7659;24;0;0;0;1;0;35;0;0
4228;7;0;0;0;1;0;32;1;0
10339;6;0;1;0;1;0;45;0;0
20001;6;1;0;0;1;0;78;1;0
19948;6;0;0;0;1;0;86;1;1
7786;27;0;1;0;1;0;39;0;1
15319;9;0;0;0;1;0;27;0;0
8913;27;1;1;0;1;0;66;1;1
17010;11;0;0;0;1;0;29;1;1
11151;5;0;0;0;1;0;47;1;0
2199;19;1;1;0;1;0;39;0;1
5724;11;1;1;0;1;0;93;1;1
22310;10;0;0;0;1;0;34;1;0
21652;17;0;0;0;1;0;43;0;0
10544;29;1;0;0;1;0;79;1;0
8213;14;0;1;0;1;0;56;1;1
5732;11;0;1;0;1;0;54;1;0
14591;20;0;0;0;1;0;40;1;0
20400;9;0;0;0;1;0;21;1;0
2912;24;1;0;0;1;0;49;1;1
2806;25;0;1;0;1;0;31;0;0
2713;25;0;1;0;1;0;30;0;0
21637;27;0;0;0;1;0;61;1;0
1180;27;1;0;0;1;0;42;1;1
14556;21;0;0;0;1;0;51;1;0
2887;8;1;1;0;1;0;27;0;1
8180;29;1;1;0;1;0;74;1;1
13506;26;1;0;0;1;0;45;1;1
21027;23;0;0;0;1;1;33;0;0
14503;9;1;0;0;1;1;46;1;1
19587;9;0;0;0;1;0;41;1;0
17065;12;0;0;0;1;0;35;1;0
8293;14;1;1;0;1;0;87;1;0
22445;19;1;0;0;1;0;47;1;1
10413;8;0;0;0;1;0;21;0;0
8892;26;1;0;0;1;0;48;1;0
4790;20;0;0;0;1;0;59;0;0
5559;11;1;0;0;1;0;71;1;1
9408;27;1;1;1;1;1;86;1;1
20562;30;0;1;0;1;0;35;1;0
11565;24;0;0;0;1;0;32;0;0
